lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_en	manual_ukr	full_cat_ukr
viðauki	kk	nk	806	2056	103793	Í	viðaukanum	er ekkert minnst á framkvæmdir á höfuðborgarsvæðinu.	Í	viðaukanum	er ekkert minnst á framkvæmdir á höfuðborgarsvæðinu.	vɪːðœicɪ	Nafnorð	m.	3K									viðauka	viðauka	viðauka	viðaukar	viðauka	viðaukum	viðauka											viðauki.mp3	addition, supplement	дповнення; додаток	іменник
mála	so	s	805	2057.5	421884	Næstu þrjár vikur verður skipið skrapað og	málað	upp á nýtt.	Næstu þrjár vikur verður skipið skrapað og	málað	upp á nýtt.	mauːla	Sagnorð	v.	3K	mála	málar	málar	málaði	málaðir	málaði	málað																			mála.mp3	paint	фарбувати	дієслово
ungmenni	hk	nh	805	2057.5	50238	Rúmlega helmingur íslenskra	ungmenna	er á vinnumarkaði.	Rúmlega helmingur íslenskra	ungmenna	er á vinnumarkaði.	uŋkmɛnɪ	Nafnorð	n.	3K									ungmenni	ungmenni	ungmennis	ungmenni	ungmenni	ungmennum	ungmenna											ungmenni.mp3	young people	молодь	іменник
faglegur	lo	l	804	2060	390354	Það eru	fagleg	vinnubrögð , fallegasta framsetningin , besta bragðið.	Það eru	fagleg	vinnubrögð , fallegasta framsetningin , besta bragðið.	faɣlɛɣʏr	Lýsingarorð	adj.	3K																					faglegur  --  fagleg -- faglegt	faglegri -- faglegri -- faglegra	faglegastur -- faglegust -- faglegast			faglegur.mp3	professional	професійний	прикметник
öryrki	kk	nk	804	2060	114107	Standa þurfi sérstakan vörð um	öryrkja	, eldri borgara og fjölskyldur.	Standa þurfi sérstakan vörð um	öryrkja	, eldri borgara og fjölskyldur.	œːrɪr̥cɪ	Nafnorð	m.	3K									öryrkja	öryrkja	öryrkja	öryrkjar	öryrkja	öryrkjum	öryrkja											öryrki.mp3	disabled; invalid	людина з обмеженими можливостями; інвалід	іменник
viðstaddur	lo	l	804	2060	389674	Aðeins boðsgestir og blaða- og fréttamenn fá að vera	viðstaddir	.	Aðeins boðsgestir og blaða- og fréttamenn fá að vera	viðstaddir	.	vɪðstatʏr	Nafnorð	adj.	3K																					viðstaddur  --  viðstödd -- viðstatt					viðstaddur.mp3	present, at hand	присутній	прикметник
rússneskur	lo	l	802	2062	392921		Rússnesk	kona fæddi fimmbura á sjúkrahúsi í Bretlandi í nótt.		Rússnesk	kona fæddi fimmbura á sjúkrahúsi í Bretlandi í nótt.	rustnɛskʏr	Lýsingarorð	adj.	3K																					rússneskur  --  rússnesk -- rússneskt	rússneskari -- rússneskari -- rússneskara	rússneskastur -- rússneskust -- rússneskast			rússneskur.mp3	Russian	російський	прикметник
iðnaður	kk	nk	801	2064	390824	Það er meðal annars rakið til samdráttar í	iðnaði	í heiminum.	Það er meðal annars rakið til samdráttar í	iðnaði	í heiminum.	ɪðnaðʏr	Nafnorð	m.	3K									iðnað	iðnaði	iðnaðar															iðnaður.mp3	industry	промисловість	іменник
skápur	kk	nk	801	2064	5900	Háskólanemar tæmdu	skápa	og geymslur á flóamarkaði á Háskólatorgi í dag.	Háskólanemar tæmdu	skápa	og geymslur á flóamarkaði á Háskólatorgi í dag.	skauːpʏr	Nafnorð	m.	3K									skáp	skáp	skáps	skápar	skápa	skápum	skápa											skápur.mp3	cabinet	шафа	іменник
skjól	hk	nh	801	2064	3225	Nokkur hundruð manns leituðu	skjóls	í íþróttahúsinu.	Nokkur hundruð manns leituðu	skjóls	í íþróttahúsinu.	scouːl	Nafnorð	n.	3K									skjól	skjóli	skjóls	skjól	skjól	skjólum	skjóla											skjól.mp3	shelter	притулок	іменник
pipar	kk	nk	800	2066.5	5417	Steikið sveppina vel og kryddið með salt og	pipar	.	Steikið sveppina vel og kryddið með salt og	pipar	.	pʰɪːpar	Nafnorð	m.	3K									pipar	pipar	pipars															pipar.mp3	pepper	перець	іменник
taktur	kk	nk	800	2066.5	5999	Hækkunin er nokkuð í	takt	við það sem sérfræðingar höfðu spáð.	Hækkunin er nokkuð í	takt	við það sem sérfræðingar höfðu spáð.	tʰaxtʏr	Nafnorð	m.	3K									takt	takti	takts	taktar	takta	töktum	takta											taktur.mp3	rhythm	ритм	іменник
atvinnurekandi	kk	nk	799	2068.5	114517	Það er verið að berjast fyrir launum launþeganna gegn	atvinnurekendum	.	Það er verið að berjast fyrir launum launþeganna gegn	atvinnurekendum	.	aːtvɪnʏrɛkantɪ	Nafnorð	m.	3K									atvinnurekanda	atvinnurekanda	atvinnurekanda	atvinnurekendur	atvinnurekendur	atvinnurekendum	atvinnurekenda											atvinnurekandi.mp3	employer	роботодавець	іменник
hlakka	so	s	799	2068.5	424581	Hann	hlakki	mikið til að komast til Íslands.	Hann	hlakki	mikið til að komast til Íslands.	l̥ahka	Sagnorð	v.	3K	hlakka	hlakkar	hlakkar	hlakkaði	hlakkaðir	hlakkaði	hlakkað																			hlakka.mp3	look forward to	чекати з нетерпінням	дієслово
samstaða	kvk	nv	798	2070	486269	Það hefur myndast	samstaða	um samábyrgð fólks.	Það hefur myndast	samstaða	um samábyrgð fólks.	samstaða	Nafnorð	f.	3K									samstöðu	samstöðu	samstöðu															samstaða.mp3	solidarity	солідарність	іменник
atvinnuleysi	hk	nh	797	2072	414527	Mest er	atvinnuleysi	á höfuðborgarsvæðinu en þar eru tæplega 8.800 skráðir.	Mest er	atvinnuleysi	á höfuðborgarsvæðinu en þar eru tæplega 8.800 skráðir.	aːtvɪnʏleisɪ	Nafnorð	n.	3K									atvinnuleysi	atvinnuleysi	atvinnuleysis															atvinnuleysi.mp3	unemployment	безробіття	іменник
flokkun	kvk	nv	797	2072	12495	Breska ríkisstjórnin hefur ákveðið að endurskoða	flokkun	á kannabis.	Breska ríkisstjórnin hefur ákveðið að endurskoða	flokkun	á kannabis.	flɔhkʏn	Nafnorð	f.	3K									flokkun	flokkun	flokkunar	flokkanir	flokkanir	flokkunum	flokkana											flokkun.mp3	classification	класифікація	іменник
örorka	kvk	nv	797	2072	147127	Hann hlaut 10%	örorku	vegna slyssins.	Hann hlaut 10%	örorku	vegna slyssins.	œːrɔr̥ka	Nafnorð	f.	3K									örorku	örorku	örorku															örorka.mp3	disability	інвалідність	іменник
fyrirspurn	kvk	nv	796	2074.5	125694	Þetta kemur fram í svari við	fyrirspurn	fréttastofu.	Þetta kemur fram í svari við	fyrirspurn	fréttastofu.	fɪːrɪr̥spʏrtn̥	Nafnorð	f.	3K									fyrirspurn	fyrirspurn	fyrirspurnar	fyrirspurnir	fyrirspurnir	fyrirspurnum	fyrirspurna											fyrirspurn.mp3	enquiry, question	запит; питання	іменник
takmörkun	kvk	nv	796	2074.5	138946	Þetta er auðvitað fullkomin	takmörkun	á vöruflutningum.	Þetta er auðvitað fullkomin	takmörkun	á vöruflutningum.	tʰakmœr̥kʏn	Nafnorð	f.	3K									takmörkun	takmörkun	takmörkunar	takmarkanir	takmarkanir	takmörkunum	takmarkana											takmörkun.mp3	restriction	обмеження; ліміт	іменник
ritstjóri	kk	nk	794	2076.5	112475	Búið er að ráða nýjan	ritstjóra	á tímariti Séð og heyrt.	Búið er að ráða nýjan	ritstjóra	á tímariti Séð og heyrt.	rɪːtstjourɪ	Nafnorð	m.	3K									ritstjóra	ritstjóra	ritstjóra	ritstjórar	ritstjóra	ritstjórum	ritstjóra											ritstjóri.mp3	editor	редактор	іменник
tilvitnun	kvk	nv	794	2076.5	139380	Fjölmargir virtir fjölmiðlar notuðu	tilvitnunina	.	Fjölmargir virtir fjölmiðlar notuðu	tilvitnunina	.	tʰɪlvɪhtnʏn	Nafnorð	f.	3K									tilvitnun	tilvitnun	tilvitnunar	tilvitnanir	tilvitnanir	tilvitnunum	tilvitnana											tilvitnun.mp3	quotation	цитата	іменник
andstaða	kvk	nv	793	2079.5	486167		Andstaðan	er heldur meiri á höfuðborgarsvæðinu en landsbyggðinni.		Andstaðan	er heldur meiri á höfuðborgarsvæðinu en landsbyggðinni.	antstaða	Nafnorð	f.	3K									andstöðu	andstöðu	andstöðu															andstaða.mp3	opposition	опозиція	іменник
lykt	kvk	nv	793	2079.5	10495	Maðurinn varð fyrst var við torkennilega	lykt	.	Maðurinn varð fyrst var við torkennilega	lykt	.	lɪxt	Nafnorð	f.	3K									lykt	lykt	lyktar	lyktir	lyktir	lyktum	lykta											lykt.mp3	smell, odour	запах	іменник
úrbót	kvk	nv	793	2079.5	129247	Því var ráðist í	úrbætur	á húsnæðinu.	Því var ráðist í	úrbætur	á húsnæðinu.	urpout	Nafnorð	f.	3K									úrbót	úrbót	úrbótar	úrbætur	úrbætur	úrbótum	úrbóta											úrbót.mp3	improvement	поліпшення; покращення	іменник
vinsæld	kvk	nv	793	2079.5	128348	Hún hafi verið farsæl í störfum og njóti	vinsælda	meðal bæjarbúa.	Hún hafi verið farsæl í störfum og njóti	vinsælda	meðal bæjarbúa.	vɪnsailt	Nafnorð	f.	3K									vinsæld	vinsæld	vinsældar	vinsældir	vinsældir	vinsældum	vinsælda											vinsæld.mp3	popularity	популярність	іменник
stjórnsýsla	kvk	nv	792	2082	459711		Stjórnsýslan	er allt of dýr og illa rekin.		Stjórnsýslan	er allt of dýr og illa rekin.	stjourtn̥sistla	Nafnorð	f.	3K									stjórnsýslu	stjórnsýslu	stjórnsýslu															stjórnsýsla.mp3	administration	адміністрація	іменник
samdráttur	kk	nk	791	2083	84436	Þetta er um 60%	samdráttur	milli ára.	Þetta er um 60%	samdráttur	milli ára.	samtrauhtʏr	Nafnorð	m.	3K									samdrátt	samdrætti	samdráttar	samdrættir	samdrætti	samdráttum	samdrátta											samdráttur.mp3	contraction; recession	скорочення; зменшення; рецесія	іменник
ánægjulegur	lo	l	790	2084.5	389924	Það er	ánægjulegt	að eiga góðra kosta völ í lífinu.	Það er	ánægjulegt	að eiga góðra kosta völ í lífinu.	auːnaijʏlɛɣʏr	Lýsingarorð	adj.	3K																					ánægjulegur  --  ánægjuleg -- ánægjulegt	ánægjulegri -- ánægjulegri -- ánægjulegra	ánægjulegastur -- ánægjulegust -- ánægjulegast			ánægjulegur.mp3	pleasing	приємний	прикметник
ríkjandi	lo	l	790	2084.5	164713	Tilkynningin sé síst til þess fallin að draga úr	ríkjandi	óvissu.	Tilkynningin sé síst til þess fallin að draga úr	ríkjandi	óvissu.	riːcantɪ	Lýsingarorð	adj.	3K																					ríkjandi  --  ríkjandi -- ríkjandi					ríkjandi.mp3	prevailing	панівний; переважаючий	прикметник
stjórnarmaður	kk	nk	789	2086	88830	Hinn dæmigerði íslenski	stjórnarmaður	er karlkyns viðskiptafræðingur á fimmtugsaldri.	Hinn dæmigerði íslenski	stjórnarmaður	er karlkyns viðskiptafræðingur á fimmtugsaldri.	stjourtnarmaðʏr	Nafnorð	m.	3K									stjórnarmann	stjórnarmanni	stjórnarmanns	stjórnarmenn	stjórnarmenn	stjórnarmönnum	stjórnarmanna											stjórnarmaður.mp3	board member	член правління	іменник
dökkur	lo	l	787	2088	406904	Hún er með	dökkt	sítt hár og blá augu.	Hún er með	dökkt	sítt hár og blá augu.	tœhkʏr	Lýsingarorð	adj.	3K																					dökkur  --  dökk -- dökkt	dekkri -- dekkri -- dekkra	dekkstur -- dekkst -- dekkst			dökkur.mp3	dark	темний	прикметник
iðulega	ao	a	787	2088	497243	Þær hafa	iðulega	vanspáð því.	Þær hafa	iðulega	vanspáð því.	ɪːðʏlɛɣa	Atviksorð	adv.	3K								iðulega																		iðulega.mp3	often	часто	прислівник
svefn	kk	nk	787	2088	5541	En mörg þeirra munu hafa átt erfitt með	svefn	í nótt.	En mörg þeirra munu hafa átt erfitt með	svefn	í nótt.	svɛpn̥	Nafnorð	m.	3K									svefn	svefni	svefns															svefn.mp3	sleep	спати	іменник
eintak	hk	nh	784	2090.5	473495	Gjöfin var 700	eintök	Íslendingasagna á dönsku.	Gjöfin var 700	eintök	Íslendingasagna á dönsku.	eintʰak	Nafnorð	n.	3K									eintak	eintaki	eintaks	eintök	eintök	eintökum	eintaka											eintak.mp3	copy, exemplar; specimen	копія; примірник	іменник
hreint	ao	a	784	2090.5	402646	Ég vill sjá þetta þak vera tekið burtu	hreint	og beint.	Ég vill sjá þetta þak vera tekið burtu	hreint	og beint.	r̥ein̥t	Atviksorð	adv.	3K																								hreinna	hreinast	hreint.mp3	very, quite	достатньо; дуже	прислівник
bíta	so	s	783	2092	433622	Og það er svo auðvelt að	bíta	þetta í sundur.	Og það er svo auðvelt að	bíta	þetta í sundur.	piːta	Sagnorð	v.	3K	bít	bítur	bítur	beit	beist	beit	bitið																			bíta.mp3	bite	кусати	дієслово
þorp	hk	nh	782	2093	4132	Í öðrum	þorpum	standa fjölmörg hús á sölu óhreyfð um árabil.	Í öðrum	þorpum	standa fjölmörg hús á sölu óhreyfð um árabil.	θɔr̥p	Nafnorð	n.	3K									þorp	þorpi	þorps	þorp	þorp	þorpum	þorpa											þorp.mp3	village	село	іменник
afskaplega	ao	a	780	2095	495061	Það var	afskaplega	rólegt.	Það var	afskaplega	rólegt.	afskaplɛɣa	Atviksorð	adv.	3K								afskaplega																		afskaplega.mp3	extremely, tremendously	надзвичайно; дуже	прислівник
atvinna	kvk	nv	780	2095	147823	Auk þess gæti slík breyting skapað	atvinnu	.	Auk þess gæti slík breyting skapað	atvinnu	.	aːtvɪna	Nafnorð	f.	3K									atvinnu	atvinnu	atvinnu															atvinna.mp3	employment, occupation	зайняттість; робота; професія	іменник
spjalla	so	s	780	2095	423396	Þeir hafi	spjallað	saman um daginn og veginn.	Þeir hafi	spjallað	saman um daginn og veginn.	spjatla	Sagnorð	v.	3K	spjalla	spjallar	spjallar	spjallaði	spjallaðir	spjallaði	spjallað																			spjalla.mp3	chat	спілкуватися	дієслово
spítali	kk	nk	779	2097	9197	Einnig vantar starfsfólk á	spítalann	, sérstaklega hjúkrunarfræðinga.	Einnig vantar starfsfólk á	spítalann	, sérstaklega hjúkrunarfræðinga.	spiːtalɪ	Nafnorð	m.	3K									spítala	spítala	spítala	spítalar	spítala	spítölum	spítala											spítali.mp3	hospital	лікарня	іменник
nenna	so	s	778	2099	435099	Þeir	nenna	þessu ekki.	Þeir	nenna	þessu ekki.	nɛna	Sagnorð	v.	3K	nenni	nennir	nennir	nennti	nenntir	nennti	nennt																			nenna.mp3	be bothered, feel like	дбати про..; мати бажання; турбуватися	дієслово
sýni	hk	nh	778	2099	3710	Tekin voru	sýni	í síðustu viku til greiningar.	Tekin voru	sýni	í síðustu viku til greiningar.	siːnɪ	Nafnorð	n.	3K									sýni	sýni	sýnis	sýni	sýni	sýnum	sýna											sýni.mp3	sample	зразок	іменник
þreyttur	lo	l	778	2099	166100	Við erum orðin ansi	þreytt	.	Við erum orðin ansi	þreytt	.	θreihtʏr	Lýsingarorð	adj.	3K																					þreyttur  --  þreytt -- þreytt	þreyttari -- þreyttari -- þreyttara	þreyttastur -- þreyttust -- þreyttast			þreyttur.mp3	tired	стомлений	прикметник
nýjung	kvk	nv	777	2101.5	386491	Fólk hefur gaman af	nýjungum	og er forvitið um nýjungar.	Fólk hefur gaman af	nýjungum	og er forvitið um nýjungar.	niːjuŋk	Nafnorð	f.	3K									nýjung	nýjung	nýjungar	nýjungar	nýjungar	nýjungum	nýjunga											nýjung.mp3	novelty, innovation	новина; інновація	іменник
rafmagn	hk	nh	777	2101.5	465496	Ástæða lokunar er að	rafmagn	verður tekið af göngunum.	Ástæða lokunar er að	rafmagn	verður tekið af göngunum.	ravmakn̥	Nafnorð	n.	3K									rafmagn	rafmagni	rafmagns															rafmagn.mp3	electricity	електроенергія	іменник
reiður	lo	l	775	2103	389183	Hann hafði orðið mjög	reiður	þegar hún vildi slíta þessu sambandi.	Hann hafði orðið mjög	reiður	þegar hún vildi slíta þessu sambandi.	reiːðʏr	Lýsingarorð	adj.	3K																					reiður  --  reið -- reitt	reiðari -- reiðari -- reiðara	reiðastur -- reiðust -- reiðast			reiður.mp3	angry	злий; сердитий	прикметник
augljóslega	ao	a	774	2104	495092	Þannig að fólk er	augljóslega	ekki sátt við þessa þróun mála.	Þannig að fólk er	augljóslega	ekki sátt við þessa þróun mála.	œiɣljoustlɛɣa	Atviksorð	adv.	3K								augljóslega																		augljóslega.mp3	obviously	очевидно	прислівник
aðgengi	hk	nh	772	2105.5	464113	Eldfjallafræðingur vill auka	aðgengi	almennings að gosstöðvunum.	Eldfjallafræðingur vill auka	aðgengi	almennings að gosstöðvunum.	aðceiɲcɪ	Nafnorð	n.	3K									aðgengi	aðgengi	aðgengis															aðgengi.mp3	accessibility	доступність	іменник
efnahagslegur	lo	l	772	2105.5	390324	Ýmis	efnahagsleg	og lagaleg viðmið eru í frumvarpinu.	Ýmis	efnahagsleg	og lagaleg viðmið eru í frumvarpinu.	ɛpnahaxstlɛɣʏr	Lýsingarorð	adj.	3K																					efnahagslegur  --  efnahagsleg -- efnahagslegt	efnahagslegri -- efnahagslegri -- efnahagslegra	efnahagslegastur -- efnahagslegust -- efnahagslegast			efnahagslegur.mp3	economic	економічний	прикметник
endanlegur	lo	l	770	2107.5	390344	Hið sama gilti ekki um	endanlega	ábendingu sjóðsins.	Hið sama gilti ekki um	endanlega	ábendingu sjóðsins.	ɛntanlɛɣʏr	Lýsingarorð	adj.	3K																					endanlegur  --  endanleg -- endanlegt	endanlegri -- endanlegri -- endanlegra	endanlegastur -- endanlegust -- endanlegast			endanlegur.mp3	final, finite	остаточний; кінцевий	прикметник
