lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_pl	full_cat_pl
útsýni	hk	nh	754	2137	65801	Útvarpshlustendur verða að ímynda sér	útsýnið	frá hinu væntanlega hóteli.	Útvarpshlustendur verða að ímynda sér	útsýnið	frá hinu væntanlega hóteli.	uːtsinɪ	Nafnorð	n.	3K									útsýni	útsýni	útsýnis															útsýni.mp3	widok	rzeczownik
fötlun	kvk	nv	753	2139.5	12521	Ungt fólk með	fötlun	sýndi í dag vortískuna á nýstárlegan hátt.	Ungt fólk með	fötlun	sýndi í dag vortískuna á nýstárlegan hátt.	fœhtlʏn	Nafnorð	f.	3K									fötlun	fötlun	fötlunar	fatlanir	fatlanir	fötlunum	fatlana											fötlun.mp3	niepełnosprawność	rzeczownik
spretta	so	s	753	2139.5	428170	Um 13 hundruð manns	sprettu	úr spori í hálfu maraþoni.	Um 13 hundruð manns	sprettu	úr spori í hálfu maraþoni.	sprɛhta	Sagnorð	v.	3K	spretti	sprettir	sprettir	spretti	sprettir	spretti	sprett																			spretta.mp3	biec	czasownik
spretta	so	s	753	2139.5	433644	Málið sé	sprottið	af óánægju vegna lekamálsins svo kallaða.	Málið sé	sprottið	af óánægju vegna lekamálsins svo kallaða.	sprɛhta	Sagnorð	v.	3K	sprett	sprettur	sprettur	spratt	sprast	spratt	sprottið																			spretta.mp3	wzrastać, rosnąć	czasownik
gildur	lo	l	752	2141.5	409037	Góð og	gild	skýring var þó á fyrirbærinu.	Góð og	gild	skýring var þó á fyrirbærinu.	cɪltʏr	Lýsingarorð	adj.	3K																					gildur  --  gild -- gilt	gildari -- gildari -- gildara	gildastur -- gildust -- gildast			gildur.mp3	ważny	przymiotnik
tilfelli	hk	nh	752	2141.5	468728	Eitt	tilfelli	hefur þegar verið staðfest.	Eitt	tilfelli	hefur þegar verið staðfest.	tʰɪlfɛtlɪ	Nafnorð	n.	3K									tilfelli	tilfelli	tilfellis	tilfelli	tilfelli	tilfellum	tilfella											tilfelli.mp3	przypadek	rzeczownik
munnlegur	lo	l	751	2143.5	391215	Þar náðist	munnlegt	samkomulag um meginatriði samningsins.	Þar náðist	munnlegt	samkomulag um meginatriði samningsins.	mʏnlɛɣʏr	Lýsingarorð	adj.	3K																					munnlegur  --  munnleg -- munnlegt	munnlegri -- munnlegri -- munnlegra	munnlegastur -- munnlegust -- munnlegast			munnlegur.mp3	ustny	przymiotnik
undantekning	kvk	nv	751	2143.5	134677	Engar	undantekningar	verða á reglunni.	Engar	undantekningar	verða á reglunni.	ʏntantʰɛhkniŋk	Nafnorð	f.	3K									undantekningu	undantekningu	undantekningar	undantekningar	undantekningar	undantekningum	undantekninga											undantekning.mp3	wyjątek	rzeczownik
geta	kvk	nv	750	2145.5	13987	Íslendingar hafi alla fjármuni og	getu	til að framleiða meira.	Íslendingar hafi alla fjármuni og	getu	til að framleiða meira.	cɛːta	Nafnorð	f.	3K									getu	getu	getu	getur	getur	getum	geta											geta.mp3	pojemność, zdolność	rzeczownik
líka	so	s	750	2145.5	424643	Þeim	líkar	allt á Íslandi nema verðlagið.	Þeim	líkar	allt á Íslandi nema verðlagið.	liːka	Sagnorð	v.	3K							líkað																			líka.mp3	także	czasownik
eyðileggja	so	s	749	2147.5	428145	Tré og runnar á svæðinu	eyðilögðust	.	Tré og runnar á svæðinu	eyðilögðust	.	eiːðɪlɛca	Sagnorð	v.	3K	eyðilegg	eyðileggur	eyðileggur	eyðilagði	eyðilagðir	eyðilagði	eyðilagt																			eyðileggja.mp3	zniszczyć	czasownik
kæra	so	s	749	2147.5	435010	Ekki er þó búið að	kæra	líkamsárásir þar í nótt.	Ekki er þó búið að	kæra	líkamsárásir þar í nótt.	cʰaiːra	Sagnorð	v.	3K	kæri	kærir	kærir	kærði	kærðir	kærði	kært																			kæra.mp3	oskarżyć	czasownik
biti	kk	nk	748	2150.5	6931	Fyrst var það að skera niður gúrku í	bita	.	Fyrst var það að skera niður gúrku í	bita	.	pɪːtɪ	Nafnorð	m.	3K									bita	bita	bita	bitar	bita	bitum	bita											biti.mp3	kawałek; przekąska; odłamek	rzeczownik
grár	lo	l	748	2150.5	408187	Veðrið lék okkur svolítið	grátt	í fyrra.	Veðrið lék okkur svolítið	grátt	í fyrra.	krauːr	Lýsingarorð	adj.	3K																					grár  --  grá -- grátt	grárri -- grárri -- grárra	gráastur -- gráust -- gráast			grár.mp3	szary	przymiotnik
hæstaréttarlögmaður	kk	nk	748	2150.5	430787	Við bárum skattinn undir	hæstaréttarlögmann	.	Við bárum skattinn undir	hæstaréttarlögmann	.	haistarjɛhtarlœɣmaðʏr	Nafnorð	m.	3K									hæstaréttarlögmann	hæstaréttarlögmanni	hæstaréttarlögmanns	hæstaréttarlögmenn	hæstaréttarlögmenn	hæstaréttarlögmönnum	hæstaréttarlögmanna											hæstaréttarlögmaður.mp3	prawnik sądu najwyższego	rzeczownik
minni	hk	nh	748	2150.5	2427	Mótmælin seint í gærkvöldi voru þau hörðustu í manna	minnum	.	Mótmælin seint í gærkvöldi voru þau hörðustu í manna	minnum	.	mɪnɪ	Nafnorð	n.	3K									minni	minni	minnis	minni	minni	minnum	minna											minni.mp3	pamięć	rzeczownik
óhætt	lo	l	747	2153	175963	Það er	óhætt	að segja að kvöldvakan hafi verið fjölmenn.	Það er	óhætt	að segja að kvöldvakan hafi verið fjölmenn.	ouːhaiht	Lýsingarorð	adj.	3K																					óhætt  --  óhætt					óhætt.mp3	bezpieczny	przymiotnik
afmarkaður	lo	l	746	2154.5	178508	Málið er mjög	afmarkað	, einfalt og skýrt.	Málið er mjög	afmarkað	, einfalt og skýrt.	avmar̥kaðʏr	Lýsingarorð	adj.	3K																					afmarkaður  --  afmörkuð -- afmarkað	afmarkaðri -- afmarkaðri -- afmarkaðra	afmarkaðastur -- afmörkuðust -- afmarkaðast			afmarkaður.mp3	konkretny, określony; sprecyzowany	przymiotnik
lífeyrissjóður	kk	nk	746	2154.5	103078	Stapi er í hópi sex stærstu	lífeyrissjóða	landsins.	Stapi er í hópi sex stærstu	lífeyrissjóða	landsins.	liːveirɪsjouðʏr	Nafnorð	m.	3K									lífeyrissjóð	lífeyrissjóði	lífeyrissjóðs	lífeyrissjóðir	lífeyrissjóði	lífeyrissjóðum	lífeyrissjóða											lífeyrissjóður.mp3	Fundusz emerytalny	rzeczownik
hjúkrun	kvk	nv	745	2157	385503	Framkvæmdastjóri	hjúkrunar	á spítalanum óttast frekari uppsagnir.	Framkvæmdastjóri	hjúkrunar	á spítalanum óttast frekari uppsagnir.	çuːkrʏn	Nafnorð	f.	3K									hjúkrun	hjúkrun	hjúkrunar															hjúkrun.mp3	Pielęgniarstwo, pielęgnacja	rzeczownik
samanbera	so	s	745	2157	433996	Staðreyndirnar tala sínu máli,	samanber	meðfylgjandi töflu.	Staðreyndirnar tala sínu máli,	samanber	meðfylgjandi töflu.	saːmanpɛra	Sagnorð	v.	3K							samanborið																			samanbera.mp3	porównać	czasownik
stjórnmálaflokkur	kk	nk	745	2157	97396	Kannanir á fylgi	stjórnmálaflokkanna	í Reykjavík eru misvísandi.	Kannanir á fylgi	stjórnmálaflokkanna	í Reykjavík eru misvísandi.	stjourtnmaulaflɔhkʏr	Nafnorð	m.	3K									stjórnmálaflokk	stjórnmálaflokki	stjórnmálaflokks	stjórnmálaflokkar	stjórnmálaflokka	stjórnmálaflokkum	stjórnmálaflokka											stjórnmálaflokkur.mp3	partia polityczna	rzeczownik
dans	kk	nk	744	2159.5	4362	Þarna mátti meðal annars sjá söng og	dans	og ýmislegt fleira.	Þarna mátti meðal annars sjá söng og	dans	og ýmislegt fleira.	tans	Nafnorð	m.	3K									dans	dansi	dans	dansar	dansa	dönsum	dansa											dans.mp3	taniec	rzeczownik
ljúfur	lo	l	744	2159.5	409078	Hann er ósköp	ljúfur	og góður heimilisköttur.	Hann er ósköp	ljúfur	og góður heimilisköttur.	ljuːvʏr	Lýsingarorð	adj.	3K																					ljúfur  --  ljúf -- ljúft	ljúfari -- ljúfari -- ljúfara	ljúfastur -- ljúfust -- ljúfast			ljúfur.mp3	Słodki	przymiotnik
kaupmaður	kk	nk	743	2162	88231	Bjartsýnustu	kaupmennirnir	búast við enn frekari uppsveiflu.	Bjartsýnustu	kaupmennirnir	búast við enn frekari uppsveiflu.	kʰœihpmaðʏr	Nafnorð	m.	3K									kaupmann	kaupmanni	kaupmanns	kaupmenn	kaupmenn	kaupmönnum	kaupmanna											kaupmaður.mp3	handlowiec, kupiec	rzeczownik
klukkutími	kk	nk	743	2162	113110	Ferðalagið tók 13	klukkutíma	og náðust tvær kindur af þremur.	Ferðalagið tók 13	klukkutíma	og náðust tvær kindur af þremur.	kʰlʏhkʏtʰimɪ	Nafnorð	m.	3K									klukkutíma	klukkutíma	klukkutíma	klukkutímar	klukkutíma	klukkutímum	klukkutíma											klukkutími.mp3	godzina	rzeczownik
utanríkisráðherra	kk	nk	743	2162	469948	Hún minntist á að	utanríkisráðherra	væri nýkominn heim af leiðtogafundi Atlantshafsbandalagsins.	Hún minntist á að	utanríkisráðherra	væri nýkominn heim af leiðtogafundi Atlantshafsbandalagsins.	ʏːtanricɪsrauθhɛra	Nafnorð	m.	3K									utanríkisráðherra	utanríkisráðherra	utanríkisráðherra	utanríkisráðherrar	utanríkisráðherra	utanríkisráðherrum	utanríkisráðherra											utanríkisráðherra.mp3	minister spraw zagranicznych	rzeczownik
sundur	ao	a	742	2164.5	495778	Það rifnar allt í	sundur	.	Það rifnar allt í	sundur	.	sʏntʏr	Atviksorð	adv.	3K								sundur																		sundur.mp3	Oddzielnie	przysłówek
virkjun	kvk	nv	742	2164.5	13572	Þetta er í annað sinn sem viðlíka gerist í	virkjuninni	.	Þetta er í annað sinn sem viðlíka gerist í	virkjuninni	.	vɪr̥cʏn	Nafnorð	f.	3K									virkjun	virkjun	virkjunar	virkjanir	virkjanir	virkjunum	virkjana											virkjun.mp3	elektrownia	rzeczownik
anda	so	s	741	2167.5	424445	Eigandi fiskveitingastaðar í Reykjavík segist geta	andað	léttar.	Eigandi fiskveitingastaðar í Reykjavík segist geta	andað	léttar.	anta	Sagnorð	v.	3K	anda	andar	andar	andaði	andaðir	andaði	andað																			anda.mp3	oddychać	czasownik
augnablik	hk	nh	741	2167.5	20297	Dæmið líti því mjög illa út í	augnablikinu	.	Dæmið líti því mjög illa út í	augnablikinu	.	œiknaplɪk	Nafnorð	n.	3K									augnablik	augnabliki	augnabliks	augnablik	augnablik	augnablikum	augnablika											augnablik.mp3	chwila	rzeczownik
hagkerfi	hk	nh	741	2167.5	472916	Markmiðið er að draga úr skattsvikum á hinu svarta	hagkerfi	.	Markmiðið er að draga úr skattsvikum á hinu svarta	hagkerfi	.	haɣcʰɛrvɪ	Nafnorð	n.	3K									hagkerfi	hagkerfi	hagkerfis	hagkerfi	hagkerfi	hagkerfum	hagkerfa											hagkerfi.mp3	gospodarka	rzeczownik
ræktun	kvk	nv	741	2167.5	13177	Plönturnar voru á ýmsum stigum	ræktunar	.	Plönturnar voru á ýmsum stigum	ræktunar	.	raixtʏn	Nafnorð	f.	3K									ræktun	ræktun	ræktunar	ræktanir	ræktanir	ræktunum	ræktana											ræktun.mp3	uprawa, hodownia	rzeczownik
breytilegur	lo	l	740	2170.5	390122	En	breytilegir	þættir eins og veður og umferð skipta miklu.	En	breytilegir	þættir eins og veður og umferð skipta miklu.	preiːtɪlɛɣʏr	Lýsingarorð	adj.	3K																					breytilegur  --  breytileg -- breytilegt	breytilegri -- breytilegri -- breytilegra	breytilegastur -- breytilegust -- breytilegast			breytilegur.mp3	zmienny	przymiotnik
verkamaður	kk	nk	740	2170.5	89086	Franskir	verkamenn	neita að vinna meira en 35 stunda vinnuviku.	Franskir	verkamenn	neita að vinna meira en 35 stunda vinnuviku.	vɛr̥kamaðʏr	Nafnorð	m.	3K									verkamann	verkamanni	verkamanns	verkamenn	verkamenn	verkamönnum	verkamanna											verkamaður.mp3	pracownik	rzeczownik
kílómetri	kk	nk	739	2172.5	109768	Fjallið er um 140	kílómetra	norðvestur af höfuðborg Japans.	Fjallið er um 140	kílómetra	norðvestur af höfuðborg Japans.	cʰiːloumɛtrɪ	Nafnorð	m.	3K									kílómetra	kílómetra	kílómetra	kílómetrar	kílómetra	kílómetrum	kílómetra											kílómetri.mp3	kilometr	rzeczownik
tíðindi	hk	nh	739	2172.5	3814	Ekkert hefur nánar borið til	tíðinda	á þessum slóðum í nótt.	Ekkert hefur nánar borið til	tíðinda	á þessum slóðum í nótt.	tʰiːðɪntɪ	Nafnorð	n.	3K												tíðindi	tíðindi	tíðindum	tíðinda											tíðindi.mp3	Aktualności	rzeczownik
doktor	kk	nk	737	2175	5460	Þetta kemur fram í rannsókn	doktors	í sálfræði við Oxford háskóla.	Þetta kemur fram í rannsókn	doktors	í sálfræði við Oxford háskóla.	tɔxtɔr	Nafnorð	m.	3K									doktor	doktor	doktors	doktorar	doktora	doktorum	doktora											doktor.mp3	lekarz	rzeczownik
komandi	lo	l	737	2175	390900	Sjálfstæðismenn ganga til landsfundar um	komandi	helgi.	Sjálfstæðismenn ganga til landsfundar um	komandi	helgi.	kʰɔːmantɪ	Lýsingarorð	adj.	3K																					komandi  --  komandi -- komandi					komandi.mp3	przyszły, następny	przymiotnik
skrýtinn	lo	l	737	2175	165192	Þannig að þetta er svona svolítið	skrýtin	uppgötvun.	Þannig að þetta er svona svolítið	skrýtin	uppgötvun.	skriːtɪn	Lýsingarorð	adj.	3K																					skrýtinn  --  skrýtin -- skrýtið	skrýtnari -- skrýtnari -- skrýtnara	skrýtnastur -- skrýtnust -- skrýtnast			skrýtinn.mp3	dziwny	przymiotnik
ísland	hk	nh	736	2178	435924		Ísland	er mesta kvikmyndaframleiðsluríki veraldar , sé tekið mið af höfðatölu.		Ísland	er mesta kvikmyndaframleiðsluríki veraldar , sé tekið mið af höfðatölu.	istlant	Nafnorð	n.	3K									ísland	íslandi	íslands	íslönd	íslönd	íslöndum	íslanda											ísland.mp3	Islandia	rzeczownik
stigi	kk	nk	736	2178	7631	Við það féll hann aftur fyrir sig niður	stiga	.	Við það féll hann aftur fyrir sig niður	stiga	.	stijɪ	Nafnorð	m.	3K									stiga	stiga	stiga	stigar	stiga	stigum	stiga											stigi.mp3	drabina; schody	rzeczownik
villtur	lo	l	736	2178	165863	Tveimur	villtum	göngumönnum var bjargað í blindaþoku af Fimmvörðuhálsi í nótt.	Tveimur	villtum	göngumönnum var bjargað í blindaþoku af Fimmvörðuhálsi í nótt.	vɪl̥tʏr	Lýsingarorð	adj.	3K																					villtur  --  villt -- villt	villtari -- villtari -- villtara	villtastur -- villtust -- villtast			villtur.mp3	dziki	przymiotnik
héraðsdómur	kk	nk	735	2180	99632	Málið verður þingfest í	Héraðsdómi	Reykjavíkur í dag.	Málið verður þingfest í	Héraðsdómi	Reykjavíkur í dag.	çɛːraðstoumʏr	Nafnorð	m.	3K									héraðsdóm	héraðsdómi	héraðsdóms	héraðsdómar	héraðsdóma	héraðsdómum	héraðsdóma											héraðsdómur.mp3	Sąd rejonowy	rzeczownik
fjármögnun	kvk	nv	734	2181.5	138917	Hann segir að vinna við	fjármögnun	sé komin vel á veg.	Hann segir að vinna við	fjármögnun	sé komin vel á veg.	fjaurmœknʏn	Nafnorð	f.	3K									fjármögnun	fjármögnun	fjármögnunar															fjármögnun.mp3	finansowanie	rzeczownik
orðasamband	hk	nh	734	2181.5	57686	Ólíklegustu orð og	orðasambönd	geta leitt til móðgunar.	Ólíklegustu orð og	orðasambönd	geta leitt til móðgunar.	ɔrðasampant	Nafnorð	n.	3K									orðasamband	orðasambandi	orðasambands	orðasambönd	orðasambönd	orðasamböndum	orðasambanda											orðasamband.mp3	wyrażenie	rzeczownik
stoð	kvk	nv	733	2183	10530	Olíuiðnaður gæti orðið ein af stóru	stoðunum	í íslensku þjóðlífi.	Olíuiðnaður gæti orðið ein af stóru	stoðunum	í íslensku þjóðlífi.	stɔːð	Nafnorð	f.	3K									stoð	stoð	stoðar	stoðir	stoðir	stoðum	stoða											stoð.mp3	wsparcie	rzeczownik
fremja	so	s	732	2185.5	417892	Að minnsta kosti fimm innbrot voru	framin	og talsverðum verðmætum stolið.	Að minnsta kosti fimm innbrot voru	framin	og talsverðum verðmætum stolið.	frɛmja	Sagnorð	v.	3K	frem	fremur	fremur	framdi	framdir	framdi	framið																			fremja.mp3	popełnić	czasownik
hrópa	so	s	732	2185.5	420980	Mótmælendur sungu og	hrópuðu	slagorð.	Mótmælendur sungu og	hrópuðu	slagorð.	r̥ouːpa	Sagnorð	v.	3K	hrópa	hrópar	hrópar	hrópaði	hrópaðir	hrópaði	hrópað																			hrópa.mp3	krzyczeć	czasownik
sár	hk	nh	732	2185.5	3068	Maðurinn slapp því með skrekkinn þrátt fyrir talsvert	sár	og blóðmissi.	Maðurinn slapp því með skrekkinn þrátt fyrir talsvert	sár	og blóðmissi.	sauːr	Nafnorð	n.	3K									sár	sári	sárs	sár	sár	sárum	sára											sár.mp3	rana	rzeczownik
sjónarhorn	hk	nh	732	2185.5	36260	Maður getur velt þessu fyrir sér út frá ýmsum	sjónarhornum	.	Maður getur velt þessu fyrir sér út frá ýmsum	sjónarhornum	.	sjouːnar̥hɔrtn̥	Nafnorð	n.	3K									sjónarhorn	sjónarhorni	sjónarhorns	sjónarhorn	sjónarhorn	sjónarhornum	sjónarhorna											sjónarhorn.mp3	punkt widzenia	rzeczownik
viðhald	hk	nh	731	2188	428106	Ástæðan er sú að stilla þarf bjöllurnar og sinna	viðhaldi	.	Ástæðan er sú að stilla þarf bjöllurnar og sinna	viðhaldi	.	vɪθhalt	Nafnorð	n.	3K									viðhald	viðhaldi	viðhalds	viðhöld	viðhöld	viðhöldum	viðhalda											viðhald.mp3	utrzymanie	rzeczownik
gruna	so	s	730	2189	478090	Báðir eru mennirnir	grunaðir	um áfengis- og fíkniefnaneyslu.	Báðir eru mennirnir	grunaðir	um áfengis- og fíkniefnaneyslu.	krʏːna	Sagnorð	v.	3K	gruna	grunar	grunar	grunaði	grunaðir	grunaði	grunað																			gruna.mp3	podejrzewać	czasownik
tjald	hk	nh	729	2190	3819	Lítið var hins vegar sofið í	tjöldunum	þá nóttina.	Lítið var hins vegar sofið í	tjöldunum	þá nóttina.	tʰjalt	Nafnorð	n.	3K									tjald	tjaldi	tjalds	tjöld	tjöld	tjöldum	tjalda											tjald.mp3	namiot	rzeczownik
greiður	lo	l	728	2191.5	388495	Sú staðreynd kalli eðlilega á	greiðar	samgöngur til og frá borginni.	Sú staðreynd kalli eðlilega á	greiðar	samgöngur til og frá borginni.	kreiːðʏr	Lýsingarorð	adj.	3K																					greiður  --  greið -- greitt	greiðari -- greiðari -- greiðara	greiðastur -- greiðust -- greiðast			greiður.mp3	szybki, łatwy	przymiotnik
samræða	kvk	nv	728	2191.5	154948	Þeir eru nú að hefja gagnakönnun og	samræður	við stjórnendur félagsins.	Þeir eru nú að hefja gagnakönnun og	samræður	við stjórnendur félagsins.	samraiða	Nafnorð	f.	3K									samræðu	samræðu	samræðu	samræður	samræður	samræðum	samræðna											samræða.mp3	rozmowa	rzeczownik
færsla	kvk	nv	727	2194	16527	Hann setti	færslu	um atvikið á Facebook sem vakti töluverða athygli.	Hann setti	færslu	um atvikið á Facebook sem vakti töluverða athygli.	fair̥stla	Nafnorð	f.	3K									færslu	færslu	færslu	færslur	færslur	færslum	færslna											færsla.mp3	księgowość; transakcja	rzeczownik
kvóti	kk	nk	727	2194	7325	Fjögur þeirra hafa aukið við	kvóta	sína síðan á síðasta fiskveiðiári.	Fjögur þeirra hafa aukið við	kvóta	sína síðan á síðasta fiskveiðiári.	kʰvouːtɪ	Nafnorð	m.	3K									kvóta	kvóta	kvóta	kvótar	kvóta	kvótum	kvóta											kvóti.mp3	kwota	rzeczownik
vonbrigði	hk	nh	727	2194	383058	Samtök ferðaþjónustunnar lýsa yfir	vonbrigðum	með niðurskurð á samgönguáætlun.	Samtök ferðaþjónustunnar lýsa yfir	vonbrigðum	með niðurskurð á samgönguáætlun.	vɔnprɪɣðɪ	Nafnorð	n.	3K												vonbrigði	vonbrigði	vonbrigðum	vonbrigða											vonbrigði.mp3	rozczarowanie	rzeczownik
miðbær	kk	nk	725	2196	77862	Töluverður mannfjöldi var í og við	miðbæ	Akureyrar í nótt.	Töluverður mannfjöldi var í og við	miðbæ	Akureyrar í nótt.	mɪðpair	Nafnorð	m.	3K									miðbæ	miðbæ	miðbæjar	miðbæir	miðbæi	miðbæjum	miðbæja											miðbær.mp3	śródmieście, centrum miasta	rzeczownik
heimspeki	kvk	nv	724	2197.5	472966	Höfundur er prófessor í	heimspeki	við Háskólann á Bifröst.	Höfundur er prófessor í	heimspeki	við Háskólann á Bifröst.	heimspɛcɪ	Nafnorð	f.	3K									heimspeki	heimspeki	heimspeki															heimspeki.mp3	filozofia	rzeczownik
umsækjandi	kk	nk	724	2197.5	114768	Allir	umsækjendur	drógu umsókn sína til baka nema tveir karlmenn.	Allir	umsækjendur	drógu umsókn sína til baka nema tveir karlmenn.	ʏmsaicantɪ	Nafnorð	m.	3K									umsækjanda	umsækjanda	umsækjanda	umsækjendur	umsækjendur	umsækjendum	umsækjenda											umsækjandi.mp3	kandydat	rzeczownik
grófur	lo	l	723	2199.5	409043	Utanríkisráðuneytið hefur nú kynnt í	grófum	dráttum niðurskurðartillögur sínar.	Utanríkisráðuneytið hefur nú kynnt í	grófum	dráttum niðurskurðartillögur sínar.	krouːvʏr	Lýsingarorð	adj.	3K																					grófur  --  gróf -- gróft	grófari -- grófari -- grófara	grófastur -- grófust -- grófast			grófur.mp3	szorstki	przymiotnik
